monthYear,filename,x_network,y_network,component,class,walktrap_group,title,updated,entity,topic,winner,is_new,is_pick,subhead,related_suid,related_link,footnotes,overview,methodology,sources,data_updated,month,year,day,timeRow,timeCol,timeStack
10-2013,lowest-paid-with-strong-stock-performance-ceos-1.csv,-7.0149436049378915,1.256457414686729,2,2_261,4,Lowest Paid with Strong Stock Performance: CEOs,2013-10-25,people,business,Robert Duggan,NA,NA,Fifteen relatively low-paid CEOs who are delivering stellar performance in 2013,NA,NA,NA,Bloomberg ranked CEOs of companies with market caps of least $1 billion and year-to-date stock returns exceeding the S&P 500 total return of 25.5% based on their most recent total compensation.,"The 15 CEOs with the lowest pay among the 942 companies that met these criteria as of October 25, 2013 were identified. All CEOs named were in their jobs for their companies' entire fiscal year and were still CEOs as of October 25, 2013. The fiscal year of Take-Two Interactive Software ended March 31, the fiscal year for Ubiquiti Networks ended June 30 and the fiscal year for Harbinger Group ended September 30, 2012. The fiscal year of all other companies ended December 31, 2012. CEOs of partnerships were excluded.",Bloomberg,2013-10-25,10,2013,25,2,7,14
10-2013,most-affordable-among-the-most-expensive-colleges.csv,-8.480843304088074,4.074205240202452,2,2_261,23,Most Affordable Among the Most Expensive: Colleges,2013-10-29,schools,education,Harvard University,NA,TRUE,Harvard and Vassar offer the best grant aid among the priciest colleges in the U.S.,NA,NA,NA,"Bloomberg ranked the 100 most expensive colleges and universities in the U.S. based on two equally weighted criteria: the percentage of full-time first-time undergraduates receiving federal, state, local or institutional grant aid and the average amount of aid received.","The percentage of students receiving aid was calculated by dividing the number of full-time first-time undergraduates receiving aid by the total number of full-time first-time degree/certificate-seeking undergraduates. The full or ""sticker"" price is the total annual price for students living on campus: tuition and fees plus estimated nontuition expenses such as room and board, books and supplies, transportation and personal expenses. The average net price for students getting financial aid is total cost minus average grant aid, and is based on the percentage of students receiving grant and scholarship aid. Grant aid includes students living on and off campus. (The average net cost was calculated using a weighted housing cost.) Colleges were ranked on both criteria and the ranks were averaged then subtracted from 100 to come up with the final order. The 100 most expensive schools were drawn from a universe of 1,939 public and private not-for-profit schools of four years or more that offer broad curricula.","Bloomberg; U.S. Department of Education, National Center for Education Statistics, Integrated Postsecondary Education Data System (IPEDS) 2010-2011 data from Student Financial Aid component (final release)",2013-10-29,10,2013,29,1,8,15
10-2013,most-assets-worldwide-banks.csv,-8.88710538343736,6.133866643167779,2,2_261,24,Most Assets Worldwide: Banks,2013-10-29,companies,business,Industrial & Commercial Bank of China,NA,TRUE,China and the U.S. each have five banks among the world's 25 largest,NA,NA,NA,"Bloomberg ranked 3,606 global banks and institutional financial services companies by their latest annual total assets and identified the top 25.","Assets for HSBC Holdings, Mitsubishi UFJ Financial Group, Credit Agricole, Royal Bank of Scotland Group, Mizuho Financial Group, Societe Generale, Sumitomo Mitsui Financial Group and UniCredit were as of June 30, 2013; all other data were as of September 30, 2013.",Bloomberg,2013-10-29,10,2013,29,2,8,16
10-2013,biggest-decreases-in-gold-stockpiles-countries-1.csv,13.415798858344312,-5.919808846261484,13,13_2,NA,Biggest Decreases in Gold Stockpiles: Countries,2013-10-31,places,economics,Switzerland,NA,NA,Switzerland has had the biggest decrease in gold reserves,NA,NA,NA,Bloomberg ranked countries based on the change in their central bank gold reserves as a result of sales from December 1993 to June 2013.,"The original unit of measure was millions of troy ounces, which were converted to metric tons.","Bloomberg, International Monetary Fund",2013-10-31,10,2013,31,1,9,17
10-2013,biggest-increases-in-gold-stockpiles-countries-1.csv,13.774566656435004,-6.038365122422548,13,13_2,NA,Biggest Increases in Gold Stockpiles: Countries,2013-10-31,places,economics,Russia,NA,NA,Russia has had the greatest 20-year increase in gold reserves,NA,NA,NA,Bloomberg ranked countries based on the change in their central bank gold reserves as a result of sales from December 1993 to June 2013.,"The original unit of measure was millions of troy ounces, which were converted to metric tons.","Bloomberg, International Monetary Fund",2013-10-31,10,2013,31,2,9,18
11-2013,best-one-day-internet-ipos-stocks.csv,-6.444764765277341,5.1314705565286385,2,2_261,18,Best One-Day Internet IPOs: Stocks,2013-11-14,investments,business,LinkedIn,NA,TRUE,Twitter's first day return of 73% was among the top performing Internet IPOs since 2011,NA,NA,NA,"Bloomberg ranked U.S. Internet initial public offerings since January 1, 2011, based on their total returns after one day of trading.","Only offerings of at least $75 million were included. Total returns for one week, one month and through November 7, 2013, were provided for comparison. Returns for offerings with more than one year of pricing data were annualized.",Bloomberg,2013-11-14,11,2013,14,1,1,1
11-2013,best-one-week-internet-ipos-stocks.csv,-6.318223725747141,5.840114265028519,2,2_261,18,Best One-Week Internet IPOs: Stocks,2013-11-14,investments,business,LinkedIn,NA,TRUE,Twitter's first week return of 72% was among the top performing Internet IPOs since 2011,NA,NA,NA,"Bloomberg ranked U.S. Internet initial public offerings since January 1, 2011, based on their total returns after one week of trading.","Only offerings of at least $75 million were included. Total returns for one day, one month and through November 14, 2013, were provided for comparison. Returns for offerings with more than one year of pricing data were annualized.",Bloomberg,2013-11-14,11,2013,14,2,1,2
11-2013,oldest-at-start-of-term-federal-reserve-chairmen.csv,-7.633726610842227,-2.6204543043834314,2,2_261,26,Oldest at Start of Term: Federal Reserve Chairmen,2013-11-19,people,politics-and-policy,Janet Yellen,NA,TRUE,Janet Yellen begins her new job older than any of her predecessors,NA,NA,*Assumes 2/1/14 start date,Bloomberg ranked Chairmen of the Board of Governors of the Federal Reserve System based on age at the start of their first term.,"Ben Bernanke's term is scheduled to end January 31, 2014.",Federal Reserve Board of Governors,2013-11-19,11,2013,19,1,2,3
11-2013,longest-serving-federal-reserve-chairmen.csv,-6.724611571948025,-1.8252981020075805,2,2_261,26,Longest Serving: Federal Reserve Chairmen,2013-11-19,people,politics-and-policy,"William McChesney Martin, Jr.",NA,TRUE,Janet Yellen would need to serve until age 86 to break the record for longest-tenured Fed Chairman,NA,NA,NA,Bloomberg ranked Chairmen of the Board of Governors of the Federal Reserve System based on length of tenure.,"Ben Bernanke's term is scheduled to end January 31, 2014.",Federal Reserve Board of Governors,2013-11-19,11,2013,19,2,2,4
11-2013,biggest-users-of-green-power-technology-companies.csv,-5.525708211340074,-3.0277655352575845,2,2_261,4,Biggest Users of Green Power: Technology Companies,2013-11-20,companies,business,Lenovo,NA,TRUE,"Apple, Adobe, Intel and Microsoft use renewables for at least 80% of their U.S. electricity needs",NA,NA,NA,Bloomberg ranked publicly traded technology companies based on the percentage of their total annual electricity that comes from green power for U.S-based operations.,"Percentages can exceed 100 because some companies purchase green power in an amount exceeding 100 percent of their annual electricity use for facilities in the U.S. The 13 technology companies were drawn from a group of private and public companies on the U.S. EPA Green Power Partnership's Top 30 Tech & Telecom list, which ranks Green Power Partner organizations by their total annual green power use as of September 19, 2013. Companies can meet EPA Green Power Partnership requirements using any combination of three green power options: on-site generation; Renewable Energy Certificates (RECs); and/or green power utility products.",U.S. Environmental Protection Agency Green Power Partnership,2013-11-20,11,2013,20,1,3,5
11-2013,most-female-seniors-at-work-states.csv,6.684408014138523,-0.17211000213084698,2,2_261,8,Most Female Seniors at Work: States,2013-11-25,places,lifestyle,Alaska,NA,NA,All states report more 65+ women working in 2012 than in 2000,NA,NA,NA,Bloomberg ranked the U.S. states and the District of Columbia based on the percentage of female seniors employed.,"Data for employment status by age group, sex and state was extracted from the American FactFinder tool of the U.S. Census Bureau. The number of female seniors employed was calculated as a percentage of each state's senior population for that gender. Employment by senior age bracket was also calculated. Data are latest available. Figures were rounded.",U.S. Census,2013-11-25,11,2013,25,2,3,6
11-2013,most-male-seniors-at-work-states.csv,6.478903056588418,-0.3618216045095924,2,2_261,8,Most Male Seniors at Work: States,2013-11-25,places,lifestyle,District of Columbia,NA,NA,All but three states report more 65+ men working in 2012 than in 2000,NA,NA,NA,Bloomberg ranked the U.S. states and the District of Columbia based on the percentage of male seniors employed.,"Data for employment status by age group, sex and state was extracted from the American FactFinder tool of the U.S. Census Bureau. The number of male seniors employed was calculated as a percentage of each state's senior population for that gender. Employment by senior age bracket was also calculated. Data are latest available. Figures were rounded.",U.S. Census,2013-11-25,11,2013,25,1,4,7
11-2013,top-grossing-in-u-dot-s-animated-movies.csv,-0.7631613797218759,-5.256087967872521,2,2_261,28,Top-Grossing in U.S.: Animated Movies,2013-11-26,other,business,The Lion King,NA,NA,Buena Vista studio was responsible for six of the top 10 grossing animated films,NA,NA,NA,Bloomberg ranked the top 10 animated films from 1980 to the present based on inflation-adjusted lifetime ticket sales in the U.S.,Worldwide unadjusted ticket sales are also included. Figures for The Lion King and for Finding Nemo include the IMAX and 3D versions.,IMDb/Box Office Mojo,2013-11-26,11,2013,26,2,4,8
12-2013,most-govt-health-care-spending-in-asia-pacific-countries.csv,13.564655295713203,9.696212437301991,3,3_4,NA,Most Govt Health-Care Spending in Asia Pacific: Countries,2013-12-03,places,economics,Japan,NA,NA,The Japanese government's total spending on health care is not quite double that of China,NA,NA,NA,Bloomberg ranked countries in the Asia Pacific region based on total government spending on health care.,"Total health expenditure, which covers preventive and curative health services, family planning, nutrition activities (school lunches, food-safety training, etc.) and emergency aid, is the sum of public and private health expenditures. Public expenditure includes recurrent and capital spending from, but not limited to, central and local government budgets. Calculations of government spending on health care relative to GDP, total government spending and total health-care costs are provided for reference. Data were most recent available. Countries with a GDP of less than $10 billion or with insufficient data were excluded.","World Health Organization, World Bank",2013-12-03,12,2013,3,1,1,1
12-2013,most-govt-health-care-spending-in-the-americas-countries.csv,13.80928524657125,9.138724320485823,3,3_4,NA,Most Govt Health-Care Spending in the Americas: Countries,2013-12-03,places,economics,United States,NA,NA,The U.S. government's total spending on health care is almost nine times that of Canada,NA,NA,NA,Bloomberg ranked countries in the Americas based on total government spending on health care.,"Total health expenditure, which covers preventive and curative health services, family planning, nutrition activities (school lunches, food-safety training, etc.) and emergency aid, is the sum of public and private health expenditures. Public expenditure includes recurrent and capital spending from, but not limited to, central and local government budgets. Calculations of government spending on health care relative to GDP, total government spending and total health-care costs are provided for reference. Data were most recent available. Countries with a GDP of less than $10 billion or with insufficient data were excluded.","World Health Organization, World Bank",2013-12-03,12,2013,3,2,1,2
12-2013,most-dangerous-tech-competitors-in-u-dot-s-companies.csv,-5.9281821948760935,-0.13634716627171814,2,2_261,4,Most Dangerous Tech Competitors in U.S.: Companies,2013-12-04,companies,business,IBM,NA,TRUE,IBM and Microsoft are named as competitors most often in the 10-Ks of the 50 biggest tech companies,NA,http://www.bloomberg.com/slideshow/2013-12-11/most-dangerous-tech-companies.html,NA,Bloomberg ranked technology companies by the number of times they were cited as competitors in the latest Form 10-K of the top 50 U.S. technology companies by market capitalization.,"The values shown are the number of companies that cited a specific competitor in the risk factors and competition sections of their 10-Ks. A competitor was only counted once per company, even if named more than once. Competitors were classified by their ultimate owner; for example, IBM Global Financing would count as a mention of IBM. Mentions of joint ventures and companies owned by consortium were not classified under the name of the multiple owners. If a company did not cite a competitor, that company was not included in the universe and the next largest company by market cap was considered.",Company filings,2013-12-04,12,2013,4,1,2,3
12-2013,best-places-to-work-companies.csv,-2.892872175194316,1.4701060755773065,2,2_261,4,Best Places to Work: Companies,2013-12-05,companies,business,Twitter,NA,TRUE,Eastman Chemical and Deere are among the 25 best publicly traded companies to work for,NA,http://www.bloomberg.com/slideshow/2014-01-08/best-places-to-work-companies.html,NA,"Bloomberg ranked publicly traded companies based on ratings submitted by U.S.-based employees to Glassdoor, a California-based jobs and career community.","Included were companies with at least 1,000 employees and at least 50 approved and valid company reviews submitted between November 14, 2012 and November 12, 2013. Ratings were given on a 5-point scale, with 5 being highest, and aggregated by Glassdoor.",Glassdoor,2013-12-05,12,2013,5,2,2,4
12-2013,best-one-month-internet-ipos-stocks.csv,-6.599195118095594,6.043013223863151,2,2_261,18,Best One-Month Internet IPOs: Stocks,2013-12-06,investments,business,FireEye,NA,TRUE,Twitter's first month return of 73% was among the top performing Internet IPOs since 2011,NA,NA,NA,"Bloomberg ranked U.S. Internet initial public offerings since January 1, 2011, based on their total returns after one month of trading.","Only offerings of at least $75 million were included. Total returns for one day, one week and through December 6, 2013, were provided for comparison. Returns for offerings with more than one year of pricing data were annualized. Data were rounded.",Bloomberg,2013-12-06,12,2013,6,1,3,5
12-2013,highest-auction-prices-2013-fine-art.csv,2.1050282526691837,-4.6396623848922305,2,2_261,12,Highest Auction Prices 2013: Fine Art,2013-12-06,people,investing,Francis Bacon,NA,NA,"At $142M, Bacon's Three Studies of Lucian Freud was the priciest artwork ever sold at auction",NA,NA,NA,"Bloomberg ranked fine art works sold at auction based on the total price, which includes the buyer's premium.","Sales were as of December 5, 2013.",Artnet,2013-12-06,12,2013,6,2,3,6
12-2013,biggest-change-in-pay-inequality-since-2008-us-cities.csv,-0.40338557731793945,10.345562324192276,2,2_261,20,Biggest Change in Pay Inequality Since 2008: U.S. Cities,2013-12-30,places,personal-finance,"Washington-Arlington-Alexandria, DC-VA-MD-WV",NA,TRUE,Memphis is the only big city where the gap between highest and lowest earners has narrowed since 2008,NA,http://www.bloomberg.com/news/2014-02-25/google-buses-fuel-inequality-debate-as-boom-inflates-rents-tech.html,NA,"Bloomberg ranked the 49 metro areas with the most employed people on the difference in pay since 2008 between those earning more than $50,000 and those earning $50,000 or less.","Occupations with both annual median pay and total employment numbers were included. On average, more than 500 occupations in each Metropolitan Statistical Area were studied. Annual pay was employee-weighted and included base salary, cost-of-living allowance, guaranteed pay, hazardous-duty pay and incentive pay - commissions, production bonuses and tips. Data were most recent available.",Bureau of Labor Statistics,2013-12-30,12,2013,30,1,4,7
12-2013,worlds-best-returns-in-2013-stocks.csv,-4.9652816779956455,5.209427097017389,2,2_261,18,World's Best Returns in 2013: Stocks,2013-12-31,companies,investing,Mercantil Servicios Financieros,NA,TRUE,Two Venezuelan banks head the list of the world's 20 best-performing large-cap stocks in 2013,NA,NA,NA,Bloomberg ranked the world's largest stocks based on their total returns for 2013.,"The universe consisted of the 1,000 stocks with the greatest market capitalization at the end of 2013 that were priced at $1 or more on the last trading day of 2012.",Bloomberg,2013-12-31,12,2013,31,2,4,8
12-2013,greatest-estimated-sales-growth-in-internet-media-companies.csv,-4.654607854137288,-0.6363622905655941,2,2_261,4,Greatest Estimated Sales Growth in Internet Media: Companies,2013-12-31,companies,business,Qihoo 360 Technology,NA,TRUE,Internet-media company sales climbed an estimated 25% last year and could rise another 23% in 2014,NA,NA,NA,Bloomberg ranked the 22 companies in the BICS (Bloomberg Industry Classification System) Internet Media group by estimated sales growth in 2014.,Forecasts are Bloomberg Consensus estimates.,Bloomberg Industries,2013-12-31,12,2013,31,1,5,9
12-2013,best-against-the-dollar-in-2013-currencies.csv,-8.12613881815654,-2.230577212860903,2,2_261,1,Best Against the Dollar in 2013: Currencies,2013-12-31,investments,economics,Israeli Shekel,NA,TRUE,In 2013 the euro had its best performance in five years while the yen had its worst,NA,NA,NA,Bloomberg ranked 31 major currencies based on their spot return in 2013 against the dollar.,Annual returns were also calculated for 2009 through 2012.,Bloomberg,2013-12-31,12,2013,31,2,5,10
1-2014,best-emerging-markets-2014-countries.csv,-4.860704694289652,16.339746359283666,1,1_2,NA,Best Emerging Markets 2014: Countries,2014-01-06,places,investing,China,NA,TRUE,"China, other East Asian nations show most promise over next two years; rest of BRICS continue to lag",NA,http://www.bloomberg.com/news/2014-01-29/qatar-china-top-ranking-of-frontier-and-emerging-markets.html,NA,Bloomberg ranked emerging markets based on the overall investment climate on a projected risk-adjusted return basis through 2015.,"The following variables were used for each country: ECONOMIC (40% weight): average annual real GDP growth, 2014-2015 (5%); average annual inflation rate, 2014-2015 (5%); average annual government debt as a percentage of GDP, 2014-2015 (2.5%); change in government debt from 2013 to 2015 (2.5%); average annual total investment as a percentage of GDP, 2014-2015 (5%); average annual current account balance as a percentage of GDP, 2014-2015 (2.5%), change in current account balance from 2013 to 2015 (2.5%); current labor participation rate (5%); current foreign reserves as a percentage of GDP (5%), current World Economic Forum Infrastructure Score (5%). FINANCIAL (40%): current price-to-book ratio of primary equity index (8%); liquidity of primary equity index over previous three years (ratio of turnover to market cap) (8%); exchange rate volatility over previous three years (8%); current two-year sovereign debt CDS spread (8%); current EIU banking risk score (8%). POLITICAL/SOCIAL (20%): current Transparency International Corruption Perceptions Index score (5%); current EIU political risk score (5%); current World Bank Ease of Doing Business score (5%); current adult literacy rate (5%). For each variable, the worst-performing country received zero points while the best-performing country received the maximum number of points assigned to that variable. All other countries received points on a percentile basis between these two extremes. Points for all variables were summed into a total score, with the range being 0-100. All data were latest available as of January 6, 2014. GDP, inflation and current account data forecasts were provided by Bloomberg, except for Morocco, whose figures were sourced from the IMF.","Bloomberg, International Monetary Fund, Economist Intelligence Unit, Transparency International, World Bank, World Economic Forum",2014-01-06,1,2014,6,1,1,1
1-2014,best-frontier-markets-2014-countries.csv,-4.1363685125349,16.498363555206097,1,1_2,NA,Best Frontier Markets 2014: Countries,2014-01-06,places,investing,Qatar,NA,TRUE,Three Gulf states top list of frontier markets with best risk-adjusted outlook over next two years,NA,http://www.bloomberg.com/news/2014-01-29/qatar-china-top-ranking-of-frontier-and-emerging-markets.html,NA,Bloomberg ranked frontier markets based on the overall investment climate on a projected risk-adjusted return basis through 2015.,"The following variables were used for each country: ECONOMIC (40% weight): average annual real GDP growth, 2014-2015 (5%); average annual inflation rate, 2014-2015 (5%); average annual government debt as a percentage of GDP, 2014-2015 (2.5%); change in government debt from 2013 to 2015 (2.5%); average annual total investment as a percentage of GDP, 2014-2015 (5%); average annual current account balance as a percentage of GDP, 2014-2015 (2.5%), change in current account balance from 2013 to 2015 (2.5%); current labor participation rate (5%); current foreign reserves as a percentage of GDP (5%), current World Economic Forum Infrastructure Score (5%). FINANCIAL (40%): current price-to-book ratio of primary equity index (8%); liquidity of primary equity index over previous three years (ratio of turnover to market cap) (8%); exchange rate volatility over previous three years (8%); current two-year sovereign debt CDS spread (8%); current EIU banking risk score (8%). POLITICAL/SOCIAL (20%): current Transparency International Corruption Perceptions Index score (5%); current EIU political risk score (5%); current World Bank Ease of Doing Business score (5%); current adult literacy rate (5%). For each variable, the worst-performing country received zero points while the best-performing country received the maximum number of points assigned to that variable. All other countries received points on a percentile basis between these two extremes. Points for all variables were summed into a total score, with the range being 0-100. All data were latest available as of January 6, 2014. GDP, inflation and current account data forecasts were provided by Bloomberg, except for Morocco, whose figures were sourced from the IMF.","Bloomberg, International Monetary Fund, Economist Intelligence Unit, Transparency International, World Bank, World Economic Forum",2014-01-06,1,2014,6,2,1,2
1-2014,top-grossing-tours-boomer-bands.csv,-0.6944870197804607,-7.145596842570681,2,2_261,28,Top-Grossing Tours: Boomer Bands,2014-01-22,people,lifestyle,Bon Jovi,NA,NA,Boomer music: 12 of the 25 top-grossing touring music groups have at least one member over 50,NA,NA,NA,"Bloomberg identified the top 25 touring music groups and ranked them based on reported total ticket sales gross from November 14, 2012 to November 12, 2013.",The 12 bands had at least one member over 50 years of age.,Billboard,2014-01-22,1,2014,22,1,2,3
1-2014,most-divorced-residents-states.csv,5.148506958643104,1.8888760142441372,2,2_261,8,Most Divorced Residents: States,2014-01-31,places,lifestyle,Nevada,NA,TRUE,"Nevada has the highest percentage of divorced residents in the U.S., New Jersey the lowest",NA,NA,NA,Bloomberg ranked U.S. states and the District of Columbia based on the percentage of residents ages 15+ who are divorced.,Rates of married and separated residents are included as well.,"U.S. Census, American Community Survey, 2012",2014-01-31,1,2014,31,2,2,4
1-2014,biggest-increase-in-divorce-states.csv,4.455467758616626,1.5986444140770797,2,2_261,8,Biggest Increase in Divorce: States,2014-01-31,places,lifestyle,Maine,NA,NA,"Forty-nine states, led by Maine, have a higher percentage of divorced residents now than in 2007",NA,NA,NA,Bloomberg ranked U.S. states and the District of Columbia based on the change in the percentage of residents ages 15 and older who were divorced in 2012 compared with 2007.,Changes are shown in percentage points. Figures are latest available.,"U.S. Census, American Community Survey, 2007 and 2012 1-year estimates",2014-01-31,1,2014,31,1,3,5
2-2014,fastest-growth-at-westminster-dogs.csv,0.56133202831606,1.1082223417578185,2,2_261,4,Fastest Growth at Westminster: Dogs,2014-02-03,other,lifestyle,Fox Terriers (Smooth),NA,NA,"Labradors overtake Goldens, while Fox Terriers and Chihuahuas show the biggest gains at Westminster",NA,NA,NA,Bloomberg ranked dog breeds based on the increase in entries to the Westminster Kennel Club All Breed Dog Show from 2010-2014.,The least-squares growth method was used to identify the fastest growth among breeds with at least 10 entries in 2014 and at least one entry in 2010-2013.,Westminster Kennel Club,2014-02-03,2,2014,3,1,1,1
2-2014,most-government-debt-per-person-countries.csv,7.1616998629835535,-2.787273758622227,2,2_261,8,Most Government Debt per Person: Countries,2014-02-04,places,economics,Japan,NA,NA,"Every resident of Japan owes almost $100,000 to the country's creditors",NA,NA,NA,Bloomberg ranked countries with gross domestic product of at least $100 billion by the amount of government debt per person.,"Debt per person was calculated by multiplying GDP in U.S. dollars by debt as a percentage of GDP, then dividing by the population. Estimated 2014 data were used for all calculations. Figures for Angola, Hong Kong, Iran, Iraq, Israel, Kuwait, Mexico, Morocco, New Zealand, Saudi Arabia and Singapore are for the central government only. For all other countries, general government debt is for the central government, the state government and/or the local government. Countries without information on the source of government debt were excluded.",International Monetary Fund World Economic Outlook Database,2014-02-04,2,2014,4,2,1,2
2-2014,highest-per-capita-income-us-places.csv,3.922816544471352,6.791663750688072,2,2_261,7,Highest Per Capita Income: U.S. Places,2014-02-10,places,economics,"Jupiter Island, FL",NA,NA,"Tiny Tavistock, NJ, the 14th richest U.S. town, was created to allow golf on Sundays",NA,NA,NA,Bloomberg ranked places based on per capita income.,"Only places with a per capita income of at least $100,000 and median household income of at least $200,000 were included. Per capita income is the mean income computed for every person in each place and is derived by dividing the total income by the total population. Places include cities, towns, villages, boroughs and any population identified as a Census Designated Place.",U.S. Census 2008-2012 American Community Survey 5-Year Estimates,2014-02-10,2,2014,10,1,2,3
2-2014,highest-income-us-counties.csv,4.524745654965815,8.9473003829057145,2,2_261,7,Highest Income: U.S. Counties,2014-02-10,places,economics,"Loudoun County, VA",NA,NA,Median income in the richest county in Virginia is more than double that of Arizona's top county,NA,NA,NA,Bloomberg ranked U.S. counties based on median household income.,"Counties, or county equivalents such as boroughs in Alaska and parishes in Louisiana, with the highest income in each state were identified and ranked. Independent cities and the District of Columbia were excluded.",U.S. Census 2008-2012 American Community Survey 5-Year Estimates,2014-02-10,2,2014,10,2,2,4
2-2014,greatest-growth-in-world-oil-production-countries.csv,-0.004824376537054122,5.281884841745698,2,2_261,5,Greatest Growth in World Oil Production: Countries,2014-02-11,places,business,United States,NA,TRUE,The U.S. is expected to gain a larger share of the world oil market at the expense of OPEC countries,NA,NA,NA,Bloomberg ranked countries by the percentage-point difference between their share of world oil production in 2010 and 2015.,"Oil is from all sources, including shale. The OPEC countries are Algeria, Angola, Ecuador, Iran, Iraq, Kuwait, Libya, Nigeria, Qatar, Saudi Arabia, United Arab Emirates and Venezuela. Data were rounded.",U.S. Energy Information Agency,2014-02-11,2,2014,11,1,3,5
2-2014,most-brewery-permits-states.csv,-3.0430938066709916,-2.6923648725170217,2,2_261,1,Most Brewery Permits: States,2014-02-12,places,business,California,NA,NA,"CA, WA and CO are home to more than one-quarter of all the permitted breweries in the U.S.",NA,NA,NA,Bloomberg ranked the U.S. states and the District of Columbia based on the number of existing brewery permits in 2013.,"Figures for 2012 and 2008 were added for comparison. Permitted breweries refer to manufacturers that have completed the appropriate paperwork and obtained the necessary permits to operate, though they may not be fully operational yet.",Beer Institute; Alcohol and Tobacco Tax and Trade Bureau,2014-02-12,2,2014,12,2,3,6
2-2014,most-drunks-states.csv,-14.995519631583674,4.671338616720047,2,2_261,11,Most Drunks: States,2014-02-12,places,lifestyle,District of Columbia,NA,TRUE,Almost one-third of D.C. adults report binge drinking in the previous month,NA,NA,NA,Bloomberg ranked the 50 states and the District of Columbia based on the percentage of adults age 26 and older who reported binge drinking in the previous month.,"The results were from the National Survey on Drug Use and Health sponsored by the Substance Abuse and Mental Health Services Administration, an Agency of the U.S. Department of Health and Human Services. They were based on data collected in 2011 and 2012 from approximately 67,500 individuals. Binge alcohol use is defined as drinking five or more drinks on the same occasion on at least one day in the past 30 days.","SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2011 and 2012",2014-02-12,2,2014,12,1,4,7
2-2014,most-expensive-iphones-in-the-world-countries.csv,3.817723602043908,-9.766670309226248,2,2_261,21,Most Expensive iPhones in the World: Countries,2014-02-12,places,economics,Brazil,NA,TRUE,Brazilians pay almost twice as much as Canadians for an iPhone 5s,NA,NA,NA,Bloomberg ranked 37 countries based on the price of the iPhone 5s specified on the Apple website.,"Prices were for the 16-gigabyte, unlocked and contract-free version. Local currency is shown and was also converted to U.S. dollars on February 12, 2014.",Apple.com,2014-02-12,2,2014,12,2,4,8
2-2014,most-vehicle-thefts-states.csv,2.4034955827286106,-2.653708293395401,2,2_261,10,Most Vehicle Thefts: States,2014-02-14,places,lifestyle,District of Columbia,NA,TRUE,Drivers are 16 times more likely to have their vehicles stolen in DC than in Vermont,NA,NA,NA,"Bloomberg ranked the 50 states and District of Columbia based on the number of vehicle thefts per 100,000 registered vehicles.","Vehicles include automobiles, buses, trucks and motorcycles. Figures are for 2012, the latest data available.","Federal Bureau of Investigation Uniform Crime Reports, U.S. Department of Transportation Federal Highway Administration",2014-02-14,2,2014,14,1,5,9
2-2014,longest-marriages-states.csv,7.3417351335225405,-0.09906561863096901,2,2_261,8,Longest Marriages: States,2014-02-18,places,lifestyle,South Dakota,NA,TRUE,The median span of marriages in South Dakota is almost twice that of D.C.,NA,NA,NA,Bloomberg ranked the U.S. states and the District of Columbia based on the median duration of current marriages in years.,Current marriages include spouses who are living together or separated.,U.S. Census 2012 American Community Survey 1-Year Estimates,2014-02-18,2,2014,18,2,5,10
2-2014,most-never-marrieds-states.csv,3.8562901020876317,2.0289363115274925,2,2_261,8,Most Never-Marrieds: States,2014-02-18,places,lifestyle,District of Columbia,NA,TRUE,In every state at least a quarter of residents ages 15 and older have never married,NA,NA,NA,Bloomberg ranked the U.S. states and the District of Columbia based on the percentage of the population ages 15 and older who have never married.,Data are rounded.,2012 American Community Survey 1-Year Estimates,2014-02-18,2,2014,18,1,6,11
2-2014,least-upwardly-mobile-for-fast-food-workers-us-cities.csv,9.957197239459806,6.134205779666343,2,2_261,17,Least Upwardly Mobile for Fast-Food Workers: U.S. Cities,2014-02-20,places,economics,"Miami-Fort Lauderdale-Pompano Beach, FL",NA,TRUE,"The American dream is hardest to achieve in Miami, the headquarters of Burger King",NA,http://www.bloomberg.com/news/2014-03-05/washington-shows-highest-minimum-wage-state-beats-u-s-with-jobs.html,NA,Bloomberg ranked the 50 most populous U.S. metropolitan statistical areas based on the difficulty of obtaining upward mobility in a low-wage job.,"Using the fast-food industry as a proxy, four occupations were selected to create the employment-weighted composite fast-food worker pay for each MSA: combined food-preparation and serving workers, including fast food; cooks, fast food; counter attendants, cafeteria, food concession, and coffee shop; and food-preparation workers. The ""immobility score"" was based on three socioeconomic factors that promote upward mobility: housing, a college degree and health-care coverage. Each factor was scored from 1 to 100 with 100 being least mobile. The three scores were averaged to create a single score. Pay and employment data were based on 2013 U.S. Bureau of Labor Statistics' Occupational Employment Statistics. Gross rent is monthly rent plus the estimated average monthly cost of utilities (electricity, gas, water, sewer) and fuel (oil, coal, kerosene, wood, etc.). Shared-rent (double occupancy) was assumed. Tuition was based on the 2012-2013 academic year for an in-state public two-year school and includes fees. A college course was assumed to have three credits. Average tuition was calculated for MSAs that encompass more than one state.","Bloomberg, U.S. Bureau of Labor Statistics, U.S. Census, The College Board",2014-02-20,2,2014,20,2,6,12
